dataset,trainer,model,seed,accs,mccs,uai_05,uai_01,uai_cf,uai_ar_05,uai_ar_01
adult,CAL,mlp,91,0.7996007371007371,0.5322990060507997,0.187,0.145,0.137,0.037,0.007
adult,CAL,mlp,92,0.8105036855036855,0.536410091696075,0.258,0.22,0.21,0.051,0.009
adult,ERM,mlp,35,0.8000614250614251,0.5227470414106372,0.192,0.17,0.165,0.034,0.004
adult,ERM,mlp,36,0.8052825552825553,0.5363112331894581,0.218,0.185,0.18,0.039,0.002
nlm,AL,mlp,54,0.6175,0.3958984768101197,0.569,0.556,0.553,0.383,0.357
nlm,AL,mlp,55,0.505,0.29267158992373327,0.554,0.535,0.532,0.393,0.376
lin,ERM,lin,61,0.715,0.4114090632559772,0.379,0.364,0.36,0.151,0.134
lin,ERM,lin,62,0.6725,0.3189665886048924,0.51,0.495,0.491,0.189,0.17
lin,CAPIFY,lin,93,0.5925,0.2129712417718194,0.193,0.169,0.161,0.078,0.071
lin,CAPIFY,lin,94,0.6025,0.1955157402672547,0.191,0.162,0.155,0.082,0.067
lin,CAPIFY,lin,95,0.6575,0.26971024007909467,0.153,0.123,0.116,0.086,0.075
adult,CAL,mlp,1,0.7933046683046683,0.5148590821243649,0.219,0.182,0.177,0.043,0.003
adult,CAL,mlp,20,0.7877764127764127,0.5122577530425638,0.264,0.218,0.21,0.059,0.012
adult,CAL,mlp,21,0.8049754299754299,0.5342817428579119,0.243,0.21,0.196,0.052,0.014
loan,LLR,mlp,79,0.68,0.3602420948970064,0.237,0.229,0.226,0.051,0.044
loan,LLR,mlp,7,0.7175,0.43722982444371156,0.34,0.336,0.335,0.142,0.137
adult,LLR,mlp,26,0.788083538083538,0.48676905367771767,0.211,0.174,0.163,0.05,0.011
adult,LLR,mlp,27,0.754914004914005,0.47941552630295403,0.239,0.21,0.203,0.043,0.009
adult,LLR,mlp,37,0.7188267813267813,0.4664687009715183,0.259,0.232,0.224,0.041,0.009
adult,LLR,mlp,38,0.738482800982801,0.4673416652158547,0.252,0.211,0.202,0.043,0.007
adult,ROSS,mlp,93,0.6871928746928747,0.40476209048095707,0.18,0.079,0.056,0.08,0.018
adult,ROSS,mlp,94,0.7642813267813268,0.37319801285789844,0.397,0.235,0.177,0.209,0.047
adult,ERM,mlp,78,0.7991400491400491,0.5264777695069948,0.229,0.203,0.196,0.032,0.009
adult,ERM,mlp,79,0.8034398034398035,0.5406680080419913,0.234,0.198,0.192,0.039,0.009
loan,ROSS,mlp,25,0.8525,0.7046003463354261,0.382,0.373,0.371,0.266,0.256
loan,ROSS,mlp,26,0.8275,0.6692646919760554,0.339,0.334,0.329,0.238,0.233
lin,LLR,lin,83,0.6075,0.08404591724027036,0.269,0.269,0.269,0.269,0.269
lin,ERM,lin,22,0.6975,0.3285774515893887,0.297,0.289,0.285,0.128,0.114
lin,ERM,lin,23,0.6625,0.2960830777757786,0.45,0.44,0.438,0.191,0.177
nlm,AL,mlp,68,0.5475,0.3478348325031562,0.554,0.54,0.535,0.38,0.356
nlm,AL,mlp,69,0.5175,0.26612858551868135,0.559,0.544,0.542,0.388,0.376
nlm,AL,mlp,6,0.5325,0.2997330025951808,0.575,0.558,0.558,0.406,0.395
loan,LLR,mlp,82,0.71,0.4390034433607521,0.251,0.245,0.244,0.133,0.129
loan,LLR,mlp,83,0.7225,0.44851784130428296,0.226,0.218,0.218,0.097,0.092
compas,LLR,mlp,23,0.5927125506072874,0.18436186760337303,0.286,0.275,0.271,0.028,0.01
compas,LLR,mlp,24,0.6437246963562753,0.27678134430709933,0.345,0.325,0.321,0.043,0.018
adult,ROSS,mlp,63,0.6618550368550369,0.3789888623362378,0.173,0.084,0.063,0.098,0.02
adult,ROSS,mlp,64,0.7083845208845209,0.39625494357710495,0.253,0.152,0.119,0.136,0.034
loan,CAPIFY,mlp,37,0.6775,0.3603097294789393,0.249,0.238,0.236,0.145,0.14
loan,CAPIFY,mlp,38,0.69,0.3770484237596368,0.299,0.296,0.294,0.203,0.198
adult,AL,mlp,35,0.8008292383292384,0.5393472092369553,0.229,0.202,0.195,0.049,0.01
adult,AL,mlp,36,0.808046683046683,0.5347262871246478,0.227,0.199,0.189,0.047,0.013
imf,AL,lin,22,0.6125,0.19882682130936025,0.284,0.273,0.27,0.122,0.109
imf,AL,lin,23,0.6025,0.1871119209562951,0.307,0.283,0.278,0.097,0.084
imf,AL,lin,24,0.5975,0.2144062768451745,0.283,0.267,0.262,0.119,0.096
imf,AL,lin,34,0.6275,0.2508460890178755,0.297,0.277,0.273,0.108,0.101
imf,AL,lin,35,0.5975,0.19865746646208457,0.331,0.313,0.307,0.135,0.121
compas,AL,mlp,12,0.676923076923077,0.3541951271743236,0.168,0.14,0.13,0.038,0.006
compas,AL,mlp,13,0.6761133603238867,0.3416005888215536,0.188,0.167,0.16,0.038,0.008
lin,LLR,lin,50,0.595,0.2813725389616803,0.36,0.36,0.36,0.158,0.12
lin,LLR,lin,51,0.655,0.25115820320824944,0.238,0.238,0.238,0.236,0.236
lin,ERM,lin,34,0.675,0.35684936996874583,0.505,0.486,0.479,0.175,0.163
lin,ERM,lin,35,0.6375,0.28522841353865325,0.45,0.431,0.431,0.17,0.155
lin,ERM,lin,36,0.655,0.29642576487588335,0.458,0.445,0.442,0.177,0.16
compas,ERM,mlp,27,0.6874493927125506,0.36504402875923814,0.124,0.091,0.082,0.031,0.005
compas,ERM,mlp,28,0.6898785425101215,0.3776862813984287,0.22,0.189,0.175,0.04,0.013
loan,CAL,mlp,57,0.705,0.4150891699081048,0.266,0.261,0.257,0.17,0.164
loan,CAL,mlp,58,0.67,0.3590580692507151,0.28,0.275,0.273,0.186,0.183
adult,ERM,mlp,51,0.8048218673218673,0.5472882318535606,0.218,0.189,0.183,0.034,0.002
adult,ERM,mlp,52,0.7986793611793612,0.5351579576928254,0.255,0.23,0.221,0.052,0.014
lin,CAL,lin,71,0.6125,0.23869061037189773,0.92,0.915,0.915,0.268,0.248
lin,CAL,lin,72,0.57,0.15599311356565698,0.919,0.913,0.912,0.232,0.205
compas,ERM,mlp,90,0.674493927125506,0.3410906227484101,0.226,0.194,0.188,0.045,0.008
compas,ERM,mlp,91,0.671255060728745,0.3361808676627518,0.282,0.249,0.242,0.034,0.005
lin,ROSS,lin,47,0.6975,0.35728308724510066,0.481,0.46,0.452,0.098,0.086
lin,ROSS,lin,48,0.7025,0.38417245326275873,0.472,0.444,0.441,0.097,0.086
nlm,CAL,mlp,51,0.3475,0.1850338080534692,0.441,0.426,0.419,0.293,0.286
nlm,CAL,mlp,52,0.33,0.18039445812263827,0.518,0.503,0.497,0.243,0.219
loan,CAPIFY,mlp,98,0.7125,0.42697451788004265,0.234,0.226,0.223,0.124,0.12
loan,CAPIFY,mlp,99,0.7425,0.4845586407685412,0.218,0.213,0.21,0.133,0.13
imf,AL,lin,50,0.655,0.35012973382965146,0.245,0.23,0.229,0.113,0.099
imf,AL,lin,51,0.615,0.23120092845454684,0.315,0.3,0.295,0.119,0.104
nlm,CAPIFY,mlp,7,0.4075,0.24319434007128285,0.405,0.381,0.377,0.261,0.248
nlm,CAPIFY,mlp,80,0.4675,0.2766242956503768,0.434,0.418,0.41,0.288,0.279
nlm,CAPIFY,mlp,81,0.445,0.24185509865465593,0.405,0.382,0.378,0.17,0.161
loan,ROSS,mlp,95,0.835,0.6741773823760034,0.339,0.334,0.334,0.235,0.232
loan,ROSS,mlp,96,0.8275,0.6559929408031846,0.374,0.371,0.37,0.259,0.253
nlm,LLR,mlp,6,0.44,0.23255603704741326,0.405,0.388,0.384,0.156,0.143
nlm,LLR,mlp,70,0.415,0.23925823267327614,0.627,0.604,0.598,0.287,0.273
adult,LLR,mlp,46,0.7874692874692875,0.4585299462118008,0.233,0.211,0.205,0.04,0.007
adult,LLR,mlp,47,0.7731879606879607,0.49595226773347656,0.209,0.186,0.18,0.03,0.008
compas,CAL,mlp,77,0.680161943319838,0.3487706790854733,0.107,0.078,0.07,0.044,0.008
compas,CAL,mlp,78,0.676923076923077,0.3547139565673633,0.205,0.176,0.169,0.039,0.006
compas,ROSS,mlp,36,0.6137651821862348,0.27415044336988376,0.168,0.13,0.125,0.038,0.005
compas,ROSS,mlp,37,0.6137651821862348,0.22051436986847367,0.248,0.182,0.171,0.076,0.01
lin,LLR,lin,93,0.65,0.25084724626664484,0.195,0.195,0.195,0.195,0.195
lin,LLR,lin,94,0.6725,0.27399567231684324,0.297,0.297,0.297,0.294,0.294
loan,AL,mlp,67,0.7975,0.5905548136232137,0.239,0.232,0.231,0.146,0.139
loan,AL,mlp,68,0.8125,0.6272860525913951,0.268,0.263,0.262,0.158,0.152
adult,ROSS,mlp,28,0.7140663390663391,0.3878168578093298,0.209,0.098,0.069,0.108,0.027
adult,ROSS,mlp,29,0.6655405405405406,0.40221604250694104,0.16,0.079,0.053,0.088,0.031
lin,LLR,lin,54,0.62,0.2045644995650638,0.369,0.369,0.369,0.365,0.365
lin,LLR,lin,55,0.6675,0.2882277524802365,0.339,0.339,0.338,0.335,0.335
nlm,LLR,mlp,32,0.375,0.23069153306015486,0.337,0.332,0.332,0.086,0.069
nlm,LLR,mlp,33,0.315,0.18612337381852967,0.324,0.308,0.306,0.174,0.146
loan,CAPIFY,mlp,90,0.6775,0.35541106731952066,0.243,0.232,0.232,0.164,0.159
loan,CAPIFY,mlp,91,0.7,0.4035447915944837,0.211,0.203,0.203,0.12,0.115
imf,AL,lin,42,0.6175,0.25031986108775006,0.229,0.218,0.214,0.081,0.071
imf,AL,lin,43,0.6075,0.22777361975734736,0.306,0.294,0.288,0.129,0.104
nlm,LLR,mlp,62,0.395,0.24603181436108024,0.357,0.346,0.344,0.111,0.093
nlm,LLR,mlp,63,0.3725,0.22777636126252276,0.371,0.361,0.358,0.157,0.143
compas,CAL,mlp,5,0.6663967611336032,0.33191331385875017,0.139,0.106,0.098,0.038,0.006
adult,CAPIFY,mlp,33,0.7784090909090909,0.5033346609860548,0.112,0.061,0.055,0.062,0.01
adult,CAPIFY,mlp,34,0.7825552825552825,0.48452551392668625,0.072,0.031,0.018,0.044,0.01
lin,LLR,lin,43,0.6775,0.27984480546337503,0.298,0.298,0.298,0.297,0.297
lin,LLR,lin,44,0.6725,0.2957323294439897,0.261,0.261,0.261,0.259,0.259
loan,ERM,mlp,16,0.845,0.6923335639597439,0.396,0.387,0.386,0.256,0.248
loan,ERM,mlp,17,0.8775,0.7556232454872954,0.337,0.334,0.332,0.21,0.205
nlm,LLR,mlp,48,0.42,0.26582278481012656,0.344,0.333,0.331,0.147,0.125
nlm,LLR,mlp,49,0.46,0.28890478858152346,0.409,0.396,0.395,0.176,0.158
compas,ERM,mlp,5,0.674493927125506,0.3465394973226256,0.22,0.177,0.169,0.036,0.003
compas,ERM,mlp,60,0.6850202429149798,0.364985497850967,0.218,0.192,0.18,0.04,0.006
compas,ERM,mlp,61,0.680161943319838,0.36638750897572175,0.27,0.229,0.218,0.046,0.01
imf,CAPIFY,lin,35,0.7125,0.4328156117570997,0.033,0.01,0.004,0.031,0.005
imf,CAPIFY,lin,36,0.7125,0.43416995335930536,0.039,0.005,0.0,0.037,0.005
imf,ROSS,lin,27,0.7075,0.4137153905467681,0.057,0.024,0.021,0.028,0.016
nlm,AL,mlp,78,0.57,0.3570728999164098,0.554,0.54,0.537,0.372,0.354
nlm,AL,mlp,79,0.4725,0.2815879636102466,0.585,0.56,0.559,0.415,0.393
nlm,AL,mlp,7,0.5425,0.3271313040985125,0.562,0.544,0.539,0.388,0.369
imf,CAPIFY,lin,79,0.705,0.4155127473564397,0.04,0.009,0.004,0.039,0.008
imf,CAPIFY,lin,7,0.7525,0.5127724563128455,0.056,0.016,0.012,0.044,0.015
nlm,ERM,mlp,70,0.69,0.42440382722490916,0.608,0.589,0.585,0.419,0.383
nlm,ERM,mlp,71,0.6725,0.38552736079414474,0.583,0.554,0.55,0.411,0.377
nlm,ERM,mlp,72,0.7675,0.4828330310812379,0.541,0.513,0.507,0.419,0.377
compas,AL,mlp,45,0.680161943319838,0.3605762054328731,0.177,0.151,0.144,0.046,0.009
compas,AL,mlp,46,0.6566801619433198,0.30523681644945716,0.221,0.194,0.189,0.041,0.007
compas,AL,mlp,47,0.6817813765182186,0.3567584416766799,0.183,0.152,0.147,0.046,0.006
compas,AL,mlp,83,0.6890688259109312,0.376166218112525,0.173,0.134,0.125,0.046,0.01
compas,AL,mlp,99,0.6647773279352227,0.3301031749567004,0.126,0.096,0.089,0.034,0.003
compas,CAL,mlp,18,0.682591093117409,0.3455996492363568,0.12,0.092,0.085,0.036,0.007
compas,ROSS,mlp,43,0.6048582995951417,0.27275867256981123,0.238,0.199,0.184,0.054,0.014
compas,ROSS,mlp,44,0.5319838056680162,0.18985727023800567,0.171,0.14,0.129,0.04,0.01
loan,LLR,mlp,99,0.71,0.42394902286636305,0.273,0.267,0.267,0.109,0.104
loan,LLR,mlp,9,0.69,0.3964644953199285,0.241,0.236,0.232,0.106,0.1
loan,ROSS,mlp,0,0.795,0.5970421313997906,0.422,0.416,0.414,0.294,0.289
compas,CAL,mlp,55,0.6728744939271255,0.34246496268487286,0.099,0.06,0.049,0.047,0.006
compas,CAL,mlp,56,0.6704453441295547,0.3407969157914877,0.096,0.069,0.063,0.044,0.009
loan,ERM,mlp,8,0.8375,0.6747645143256741,0.386,0.381,0.379,0.266,0.261
loan,ERM,mlp,90,0.83,0.6638601219837962,0.397,0.39,0.389,0.213,0.211
loan,ERM,mlp,91,0.86,0.7200430010750268,0.388,0.386,0.384,0.235,0.228
adult,ERM,mlp,55,0.7994471744471745,0.5286324778099191,0.187,0.163,0.152,0.037,0.007
adult,ERM,mlp,56,0.7908476658476659,0.5317216781865789,0.243,0.214,0.207,0.03,0.002
loan,LLR,mlp,17,0.73,0.4821408456040725,0.257,0.247,0.242,0.102,0.092
loan,LLR,mlp,18,0.71,0.41951306848391456,0.257,0.248,0.247,0.081,0.077
loan,CAL,mlp,1,0.6475,0.33050669409820277,0.247,0.24,0.239,0.177,0.172
loan,CAL,mlp,20,0.6525,0.3487650825442985,0.266,0.263,0.262,0.16,0.153
lin,CAPIFY,lin,33,0.635,0.26651266476904484,0.169,0.136,0.129,0.075,0.057
lin,CAPIFY,lin,34,0.62,0.21761870555177631,0.169,0.143,0.137,0.129,0.128
compas,AL,mlp,73,0.6728744939271255,0.3403163674456165,0.223,0.193,0.187,0.039,0.015
compas,AL,mlp,74,0.6817813765182186,0.36225616681596245,0.202,0.159,0.152,0.037,0.008
loan,ERM,mlp,78,0.865,0.7321075218354038,0.32,0.311,0.308,0.218,0.208
loan,ERM,mlp,79,0.825,0.6519890454344691,0.385,0.382,0.381,0.258,0.252
compas,CAPIFY,mlp,3,0.631578947368421,0.2617675817619732,0.077,0.037,0.024,0.059,0.015
compas,CAPIFY,mlp,40,0.6129554655870445,0.2169860025340729,0.051,0.019,0.008,0.046,0.011
imf,CAPIFY,lin,29,0.725,0.4615876424711536,0.036,0.009,0.001,0.035,0.009
imf,CAPIFY,lin,2,0.7325,0.4647756456462812,0.061,0.017,0.005,0.055,0.014
loan,ROSS,mlp,69,0.83,0.6614471851091736,0.337,0.333,0.332,0.223,0.217
loan,ROSS,mlp,6,0.8275,0.6539315761375217,0.387,0.379,0.378,0.283,0.281
lin,ROSS,lin,70,0.6575,0.31956444194499534,0.538,0.516,0.514,0.155,0.141
lin,ROSS,lin,71,0.6925,0.36937588751109873,0.461,0.438,0.432,0.121,0.113
compas,LLR,mlp,91,0.6080971659919029,0.19923311883693287,0.364,0.343,0.336,0.047,0.011
compas,LLR,mlp,92,0.6299595141700405,0.2454979552693598,0.362,0.341,0.336,0.041,0.011
adult,ROSS,mlp,31,0.7242014742014742,0.42220701293215396,0.251,0.133,0.103,0.121,0.036
adult,ROSS,mlp,32,0.6845823095823096,0.4254431134363638,0.2,0.093,0.06,0.104,0.025
adult,AL,mlp,68,0.7902334152334153,0.5251270534531163,0.241,0.217,0.208,0.039,0.01
adult,AL,mlp,69,0.7942260442260443,0.5372955817652051,0.248,0.219,0.215,0.044,0.005
compas,CAPIFY,mlp,37,0.6388663967611335,0.28070459530463215,0.056,0.031,0.019,0.047,0.018
loan,LLR,mlp,53,0.705,0.41323076353499594,0.21,0.205,0.205,0.098,0.094
loan,LLR,mlp,54,0.6825,0.3955184471353135,0.335,0.329,0.329,0.158,0.153
loan,ERM,mlp,53,0.8475,0.6952477523711285,0.321,0.315,0.313,0.196,0.189
loan,ERM,mlp,54,0.8325,0.690144314985291,0.306,0.297,0.295,0.201,0.193
lin,ERM,lin,11,0.7,0.36580804767211783,0.367,0.349,0.346,0.146,0.134
lin,ERM,lin,12,0.665,0.3959186017020166,0.395,0.382,0.378,0.127,0.12
compas,CAL,mlp,70,0.6607287449392713,0.3112899788021951,0.103,0.066,0.055,0.037,0.005
compas,CAL,mlp,71,0.6785425101214575,0.34900305533733234,0.169,0.138,0.134,0.044,0.006
loan,AL,mlp,49,0.7975,0.5911231296878073,0.249,0.24,0.239,0.16,0.147
loan,AL,mlp,4,0.81,0.6313461458889117,0.246,0.241,0.24,0.151,0.145
nlm,LLR,mlp,13,0.435,0.2660374650146048,0.361,0.348,0.345,0.086,0.081
nlm,LLR,mlp,14,0.42,0.26369350732314517,0.364,0.341,0.332,0.163,0.155
compas,AL,mlp,41,0.6866396761133603,0.36699915772833924,0.173,0.14,0.127,0.044,0.014
compas,AL,mlp,42,0.6882591093117408,0.37542180562383354,0.146,0.115,0.102,0.04,0.014
loan,CAL,mlp,71,0.655,0.34171436839754554,0.31,0.3,0.299,0.241,0.232
loan,CAL,mlp,72,0.6075,0.28650312557890883,0.229,0.223,0.22,0.142,0.136
loan,CAL,mlp,73,0.6425,0.38585685037441586,0.198,0.192,0.192,0.145,0.14
loan,CAL,mlp,60,0.6675,0.37385184390562903,0.21,0.207,0.207,0.146,0.144
loan,CAL,mlp,83,0.7,0.40912287306400874,0.305,0.294,0.293,0.199,0.191
loan,CAL,mlp,96,0.6,0.22395700438234173,0.282,0.278,0.276,0.201,0.194
lin,CAPIFY,lin,8,0.6525,0.2959126195646127,0.192,0.154,0.143,0.087,0.081
lin,CAPIFY,lin,90,0.62,0.26579616464380595,0.159,0.126,0.119,0.076,0.072
loan,AL,mlp,24,0.8,0.6006754534433779,0.266,0.258,0.258,0.151,0.151
loan,AL,mlp,25,0.8175,0.6353892952015003,0.309,0.305,0.302,0.185,0.176
lin,ROSS,lin,77,0.665,0.3382120954692526,0.444,0.423,0.415,0.121,0.114
lin,ROSS,lin,78,0.685,0.3637026749034396,0.428,0.4,0.395,0.108,0.099
adult,AL,mlp,48,0.7982186732186732,0.5347312880292012,0.209,0.181,0.171,0.039,0.009
adult,AL,mlp,49,0.789465601965602,0.5239952351333259,0.212,0.183,0.177,0.04,0.007
lin,AL,lin,2,0.5625,0.1592401492325023,0.923,0.919,0.918,0.313,0.283
lin,AL,lin,30,0.555,0.11116027980128036,0.925,0.924,0.923,0.3,0.277
imf,ERM,lin,96,0.7225,0.4501027648178439,0.032,0.004,0.002,0.03,0.003
imf,ERM,lin,97,0.7,0.3978957110148411,0.068,0.044,0.038,0.041,0.019
adult,ERM,mlp,47,0.793918918918919,0.5376795698880661,0.23,0.203,0.187,0.053,0.012
adult,ERM,mlp,48,0.7972972972972973,0.524196810736643,0.187,0.159,0.149,0.04,0.012
imf,CAPIFY,lin,74,0.6825,0.35998921041061566,0.044,0.012,0.005,0.038,0.009
imf,CAPIFY,lin,75,0.7325,0.460616400035237,0.035,0.006,0.001,0.034,0.006
loan,AL,mlp,44,0.835,0.6712092659994711,0.272,0.263,0.261,0.147,0.142
loan,AL,mlp,45,0.815,0.6330792667988157,0.256,0.246,0.243,0.142,0.135
loan,CAPIFY,mlp,71,0.6975,0.39677362305356834,0.184,0.177,0.174,0.106,0.099
loan,CAPIFY,mlp,72,0.6875,0.373281202217456,0.336,0.329,0.328,0.229,0.223
loan,ERM,mlp,11,0.8275,0.6627463291072754,0.309,0.302,0.302,0.215,0.206
nlm,ERM,mlp,36,0.75,0.42097540929692984,0.502,0.461,0.452,0.346,0.322
nlm,ERM,mlp,37,0.7075,0.43062074943486317,0.601,0.569,0.558,0.423,0.394
lin,CAPIFY,lin,82,0.715,0.3804826848356873,0.207,0.174,0.16,0.147,0.145
lin,CAPIFY,lin,83,0.615,0.21189228780228359,0.209,0.179,0.173,0.062,0.053
imf,CAL,lin,36,0.5425,0.14910568177560338,0.293,0.285,0.279,0.151,0.144
imf,CAL,lin,37,0.6,0.2148205886467448,0.358,0.347,0.346,0.092,0.079
compas,ROSS,mlp,22,0.6882591093117408,0.37607135059114283,0.149,0.117,0.11,0.049,0.012
compas,ROSS,mlp,23,0.6477732793522267,0.31416965425707427,0.166,0.134,0.129,0.042,0.004
lin,ROSS,lin,3,0.6875,0.3584574763750622,0.436,0.414,0.41,0.117,0.104
lin,ROSS,lin,40,0.67,0.3259532719547031,0.472,0.455,0.449,0.11,0.097
compas,CAL,mlp,37,0.6850202429149798,0.36813295094958914,0.088,0.059,0.051,0.042,0.011
compas,CAL,mlp,38,0.6445344129554655,0.28205571156439674,0.099,0.059,0.05,0.047,0.006
imf,AL,lin,72,0.6225,0.2504686059965844,0.32,0.314,0.31,0.126,0.106
imf,AL,lin,73,0.5875,0.23229786758579626,0.242,0.231,0.228,0.104,0.093
adult,CAL,mlp,77,0.8012899262899262,0.5264121267514164,0.246,0.204,0.191,0.052,0.008
adult,CAL,mlp,78,0.7928439803439803,0.5128632720396455,0.23,0.198,0.188,0.054,0.01
lin,CAPIFY,lin,63,0.59,0.2385631930240911,0.195,0.167,0.161,0.058,0.055
lin,CAPIFY,lin,64,0.6525,0.29146745365568,0.17,0.142,0.135,0.088,0.087
lin,CAPIFY,lin,44,0.645,0.23685857723825393,0.144,0.119,0.117,0.107,0.102
imf,LLR,lin,11,0.675,0.39494073067484775,0.393,0.384,0.381,0.156,0.147
imf,LLR,lin,12,0.6475,0.35753636180000026,0.296,0.285,0.285,0.162,0.16
adult,CAL,mlp,37,0.7910012285012284,0.5123887989603116,0.242,0.203,0.195,0.046,0.01
adult,CAL,mlp,38,0.8042076167076168,0.5171020491644674,0.255,0.217,0.206,0.048,0.008
adult,CAPIFY,mlp,2,0.7817874692874693,0.470663845330946,0.066,0.027,0.013,0.043,0.009
adult,CAPIFY,mlp,30,0.7802518427518428,0.48833920582776963,0.062,0.036,0.032,0.029,0.008
imf,AL,lin,38,0.7,0.400020001500125,0.348,0.339,0.333,0.13,0.11
imf,AL,lin,39,0.6375,0.2842088456545595,0.277,0.266,0.261,0.095,0.082
loan,LLR,mlp,5,0.6675,0.3359730066751216,0.234,0.227,0.226,0.075,0.069
loan,LLR,mlp,60,0.7325,0.464041084962697,0.252,0.248,0.248,0.105,0.099
imf,ERM,lin,43,0.71,0.420569639816523,0.052,0.024,0.018,0.037,0.012
imf,ERM,lin,44,0.705,0.4432497188160209,0.039,0.006,0.001,0.037,0.006
loan,ROSS,mlp,53,0.8475,0.6952477523711285,0.395,0.388,0.388,0.261,0.255
loan,ROSS,mlp,54,0.825,0.6719880449925547,0.406,0.402,0.401,0.289,0.284
compas,ROSS,mlp,53,0.674493927125506,0.3509805539983333,0.144,0.099,0.091,0.057,0.01
compas,ROSS,mlp,54,0.6145748987854251,0.27416245780154663,0.125,0.099,0.089,0.04,0.007
adult,ERM,mlp,43,0.7977579852579852,0.5366849494182956,0.181,0.152,0.143,0.046,0.012
adult,ERM,mlp,44,0.7966830466830467,0.532392457384731,0.185,0.156,0.145,0.035,0.011
lin,CAL,lin,5,0.6225,0.24478407799270993,0.936,0.931,0.93,0.314,0.295
lin,CAL,lin,60,0.58,0.17398074462074953,0.893,0.882,0.882,0.194,0.165
nlm,LLR,mlp,37,0.4075,0.25588246991563524,0.467,0.446,0.445,0.381,0.375
nlm,LLR,mlp,38,0.39,0.24206729609336974,0.406,0.391,0.387,0.192,0.183
lin,CAPIFY,lin,13,0.6125,0.12127354368225825,0.194,0.187,0.183,0.157,0.149
lin,CAPIFY,lin,14,0.5725,0.18581613201283506,0.202,0.176,0.171,0.055,0.042
compas,LLR,mlp,10,0.5878542510121457,0.17783643737495128,0.394,0.371,0.364,0.035,0.008
compas,LLR,mlp,11,0.6251012145748988,0.2507257194659611,0.353,0.333,0.326,0.04,0.012
lin,CAL,lin,3,0.635,0.2582444395207795,0.933,0.93,0.93,0.284,0.254
compas,CAPIFY,mlp,83,0.6121457489878542,0.2226219288457965,0.064,0.024,0.012,0.056,0.011
compas,CAPIFY,mlp,88,0.6331983805668017,0.2595365630329828,0.051,0.022,0.009,0.042,0.014
compas,LLR,mlp,48,0.6445344129554655,0.2722907937333873,0.421,0.393,0.387,0.046,0.008
compas,LLR,mlp,49,0.6445344129554655,0.2778343773984472,0.352,0.335,0.331,0.033,0.008
compas,LLR,mlp,32,0.6267206477732794,0.2533713626676626,0.447,0.419,0.412,0.057,0.017
loan,ERM,mlp,24,0.87,0.7391043869254266,0.314,0.305,0.303,0.171,0.162
loan,ERM,mlp,25,0.8525,0.7054662578984523,0.38,0.373,0.373,0.265,0.255
imf,CAL,lin,95,0.6275,0.26438197854899104,0.424,0.413,0.409,0.176,0.17
imf,LLR,lin,59,0.725,0.45352697281063886,0.117,0.104,0.097,0.054,0.038
imf,LLR,lin,5,0.71,0.41529215551512216,0.053,0.034,0.027,0.034,0.017
nlm,AL,mlp,44,0.61,0.2778258196962778,0.483,0.458,0.457,0.321,0.307
nlm,AL,mlp,45,0.54,0.29006378559385276,0.562,0.548,0.545,0.382,0.368
nlm,CAL,mlp,34,0.365,0.20078688584111778,0.487,0.47,0.467,0.231,0.215
nlm,CAL,mlp,35,0.295,0.16305710674027152,0.362,0.347,0.342,0.157,0.144
adult,LLR,mlp,92,0.7731879606879607,0.48005209096407897,0.194,0.17,0.161,0.036,0.009
adult,LLR,mlp,93,0.7671990171990172,0.4682309544343858,0.194,0.165,0.161,0.035,0.009
loan,CAL,mlp,61,0.7,0.4161753644624686,0.282,0.279,0.279,0.208,0.205
loan,CAL,mlp,62,0.6375,0.3114420847466227,0.295,0.287,0.286,0.221,0.215
nlm,CAL,mlp,44,0.3475,0.18330429675611343,0.569,0.547,0.543,0.317,0.288
nlm,CAL,mlp,45,0.29,0.16234303292271968,0.343,0.333,0.332,0.233,0.231
lin,CAL,lin,35,0.5825,0.16576543968284088,0.918,0.912,0.91,0.327,0.31
lin,CAL,lin,36,0.605,0.2134065781197382,0.907,0.901,0.901,0.2,0.182
lin,CAL,lin,26,0.555,0.12494220817663013,0.854,0.845,0.844,0.148,0.118
lin,CAL,lin,27,0.585,0.16286901420919106,0.921,0.916,0.915,0.229,0.199
loan,AL,mlp,59,0.785,0.5746684573048748,0.251,0.25,0.249,0.16,0.159
loan,CAPIFY,mlp,60,0.735,0.469150641025641,0.193,0.181,0.179,0.117,0.109
loan,CAPIFY,mlp,61,0.73,0.45897622798069043,0.191,0.184,0.182,0.107,0.104
lin,ROSS,lin,19,0.76,0.4792718004080065,0.453,0.435,0.43,0.069,0.051
lin,ROSS,lin,1,0.735,0.43649622495521867,0.445,0.426,0.426,0.1,0.087
loan,CAL,mlp,81,0.655,0.3371339493394491,0.267,0.256,0.254,0.194,0.191
loan,CAL,mlp,82,0.6825,0.39036812482085115,0.26,0.251,0.251,0.201,0.197
imf,CAPIFY,lin,64,0.7425,0.5001115780874529,0.038,0.008,0.003,0.036,0.005
imf,CAPIFY,lin,65,0.7625,0.5248790763141326,0.043,0.015,0.009,0.036,0.008
loan,ERM,mlp,49,0.855,0.7082789986202144,0.355,0.346,0.344,0.236,0.231
loan,ERM,mlp,4,0.82,0.643318868951192,0.304,0.301,0.298,0.185,0.177
